AT90,DTCO,RHOZ,RO,LATITUD,TOC_COE,COE_IC_INF,COE_IC_SUP,TOC_CUERVO,CUERVO_IC_SUP,CUERVO_IC_INF,DEPTH
10.70089,98.7505,2.2703,1.55,-38.2219,6.49805,4.79343,8.39525,7.61389,9.93603,5.29176,2760.39
7.46896,96.0206,2.4498,2.19,-38.0233,3.55126,2.08352,5.18482,3.75575,6.07529,1.43622,2760.64
14.27151,100.866,2.2822,1.55,-38.2219,6.14326,4.45208,8.02549,7.54824,9.87028,5.2262,2760.73
11.85687,87.9644,2.5016,1.32,-38.2234,2.3848,1.01247,3.91216,2.5669,4.88694,0.24686,2760.75
13.16316,87.7976,2.5257,1.32,-38.2234,2.24276,0.89296,3.74506,2.16437,4.48472,0.0,2761.06
10.05403,100.6463,2.4507,2.19,-38.0233,3.81571,2.31893,5.48157,4.05394,6.37344,1.73443,2761.15
21.17581,118.0341,2.2052,1.61,-38.0037,9.36131,7.32665,11.62583,10.20929,12.53681,7.88176,2761.85
6.83376,100.0265,2.4392,2.19,-38.0233,4.56,2.95877,6.34211,4.11892,6.43842,1.79942,2762.41
2.46332,97.727,2.4572,2.19,-38.0233,2.70575,1.30702,4.26251,3.35313,5.67276,1.03349,2763.2
42.22309,110.3958,2.1981,1.61,-38.0037,10.84716,8.65622,13.28561,10.22249,12.55005,7.89493,2763.84
15.32463,96.2115,2.3532,1.55,-38.2219,5.27351,3.64008,7.09148,5.8664,8.18655,3.54624,2763.88
5.39759,98.2877,2.4534,2.19,-38.0233,3.0817,1.65844,4.66575,3.69593,6.01547,1.37638,2765.5
6.00385,103.3126,2.4124,2.19,-38.0233,5.38448,3.74114,7.21346,4.74627,7.06585,2.42669,2766.41
86.62834,60.753,2.3501,1.55,-38.2219,5.63718,3.97216,7.49029,4.76881,7.0884,2.44922,2766.65
4.01264,91.6728,2.4358,2.19,-38.0233,3.98742,2.46231,5.68484,3.61555,5.93511,1.29599,2768.63
14.06404,113.7025,2.2108,1.61,-38.0037,9.10963,7.10068,11.34554,9.74475,12.0711,7.41841,2768.74
5.17095,93.5959,2.4735,2.19,-38.0233,3.54539,2.07816,5.17838,3.08634,5.40609,0.7666,2769.12
7.93725,82.5786,2.5036,1.55,-38.2219,2.77619,1.3735,4.33734,2.14712,4.46748,0.0,2769.69
8.78942,111.033,2.261,1.61,-38.0037,7.17364,5.38784,9.16119,8.34484,10.6682,6.02148,2769.8
8.52217,96.5434,2.4153,2.19,-38.0233,4.84271,3.23392,6.63325,4.47513,6.79466,2.1556,2770.26
7.03186,101.6361,2.4075,2.19,-38.0233,4.9697,3.35629,6.76538,4.80971,7.12931,2.49011,2771.41
18.25366,87.2393,2.474,1.55,-38.2219,3.77191,2.28074,5.43153,3.16647,5.48618,0.84677,2771.44
14.79177,117.0451,2.2173,1.61,-38.0037,9.38854,7.35109,11.65617,9.77246,12.09888,7.44605,2771.66
5.50326,103.1349,2.4226,2.19,-38.0233,4.72498,3.11847,6.51297,4.51504,6.83458,2.19551,2772.48
8.51589,84.7123,2.4596,1.55,-38.2219,3.79948,2.30468,5.46316,3.07182,5.39157,0.75206,2772.79
17.78607,64.9947,2.6591,1.27,-38.2673,0.53152,0.0,1.65425,0.0,1.2647,0.0,2773.0704
36.95728,105.0538,2.38868,1.61,-38.0037,4.98725,3.37318,6.78366,5.85915,8.1793,3.539,2774.02
6.46785,89.1581,2.4699,1.55,-38.2219,4.17455,2.61501,5.91027,3.0093,5.32908,0.68952,2774.4
22.23771,88.0165,2.3707,1.55,-38.2219,4.93269,3.32069,6.72682,5.23813,7.55789,2.91836,2775.32
39.81255,111.6785,2.1838,1.61,-38.0037,10.64619,8.4765,13.061,10.59933,12.92792,8.27074,2775.98
20.59729,104.5713,2.2904,1.55,-38.2219,5.60364,3.94146,7.45359,7.66512,9.98734,5.34291,2777.67
15.26511,116.1038,2.2203,1.61,-38.0037,9.09745,7.08974,11.33197,9.66888,11.99504,7.34272,2778.28
25.2412,106.1011,2.2592,1.55,-38.2219,9.12442,7.11396,11.362,8.47744,10.80105,6.15384,2778.49
11.27275,117.7297,2.1617,1.61,-38.0037,9.7938,7.71431,12.10822,11.01956,13.34937,8.68976,2778.73
18.07008,112.8257,2.21,1.61,-38.0037,9.03568,7.03426,11.26321,9.79938,12.12586,7.4729,2779.53
13.17316,106.2184,2.252,1.61,-38.0037,9.26183,7.23736,11.51502,8.43823,10.76176,6.1147,2780.53
13.67571,114.4523,2.2436,1.61,-38.0037,9.04723,7.04464,11.27607,9.03137,11.35608,6.70665,2781.0
25.55054,104.022,2.2178,1.55,-38.2219,10.07535,7.96617,12.4228,9.30688,11.6322,6.98156,2781.42
19.53035,105.3271,2.2139,1.55,-38.2219,8.38905,6.45398,10.54273,9.37447,11.69994,7.04899,2781.65
3.95813,104.2253,2.3991,2.19,-38.0233,4.7818,3.17435,6.57085,4.91718,7.23682,2.59754,2782.56
37.9315,108.6627,2.2549,1.61,-38.0037,9.71295,7.64192,12.01795,8.8223,11.14658,6.49801,2782.65
12.52478,101.4534,2.2577,1.55,-38.2219,8.07449,6.17326,10.1905,8.06817,10.39103,5.7453,2783.51
6.65994,97.9637,2.4239,2.19,-38.0233,4.45226,2.85977,6.22465,4.30168,6.62119,1.98217,2783.65
7.03153,99.0701,2.4375,2.19,-38.0233,4.49336,2.89729,6.26974,4.11396,6.43346,1.79446,2783.73
18.23602,105.6818,2.2471,1.55,-38.2219,7.88943,6.0092,9.98208,8.62261,10.9465,6.29873,2784.24
14.57337,105.9633,2.2851,1.55,-38.2219,6.61111,4.8993,8.5163,7.73717,10.0595,5.41485,2784.55
4.71965,104.5288,2.4166,2.19,-38.0233,4.91225,3.30137,6.70512,4.6487,6.96826,2.32914,2784.57
6.60024,83.7335,2.5725,1.83,-37.657,1.8475,0.57712,3.2614,0.94671,3.26843,0.0,2784.63
4.46098,103.5411,2.4427,2.19,-38.0233,4.2989,2.7208,6.05529,4.08847,6.40797,1.76896,2785.66
28.67147,106.32306,2.2644,1.55,-38.2219,8.00355,6.11025,10.11073,8.4141,10.73758,6.09061,2786.71
8.36681,78.231,2.611,1.83,-37.657,1.53,0.343,2.8511,0.11477,2.4378,0.0,2786.84
7.12131,96.1021,2.4591,2.19,-38.0233,3.97037,2.44881,5.66383,3.57186,5.89143,1.25229,2786.96
8.46175,109.0561,2.2967,1.55,-38.2219,7.16538,5.38081,9.15155,7.46808,9.79,5.14616,2787.37
8.03064,79.5275,2.584,1.83,-37.657,1.64127,0.42497,2.99499,0.61239,2.9346,0.0,2787.43
2.86358,106.3662,2.3883,2.19,-38.0233,4.05625,2.5178,5.7685,5.12983,7.44955,2.81012,2787.86
14.18731,106.75384,2.2235,1.55,-38.2219,9.75881,7.68299,12.06915,9.12459,11.44951,6.79967,2787.97
9.38231,77.996,2.585,1.83,-37.657,1.74584,0.50181,3.13042,0.57076,2.89303,0.0,2788.34
4.95427,99.4958,2.418,1.61,-38.0037,5.27993,3.64594,7.09853,4.39546,6.71497,2.07594,2788.59
4.59198,101.8115,2.4168,2.19,-38.0233,5.0723,3.45389,6.87355,4.50586,6.8254,2.18633,2788.73
6.61394,82.327,2.555,1.83,-37.657,1.71216,0.47723,3.0866,1.17804,3.49946,0.0,2788.76
20.73337,106.25026,2.2566,1.55,-38.2219,7.83304,5.95942,9.91833,8.4802,10.80382,6.15659,2789.59
3.54887,100.5007,2.4677,2.19,-38.0233,3.3291,1.88096,4.94085,3.40649,5.72611,1.08687,2789.82
16.45319,106.75384,2.237,1.55,-38.2219,9.26022,7.23591,11.51322,8.86694,11.19131,6.54256,2790.2
5.59848,96.1014,2.4297,1.61,-38.0037,4.02687,2.49384,5.7331,4.0477,6.36721,1.7282,2790.43
10.86551,86.1356,2.4564,1.61,-38.0037,2.88508,1.47782,4.45132,3.27564,5.59531,0.95598,2790.82
6.28854,84.5434,2.5736,1.83,-37.657,1.68418,0.45689,3.05013,0.95185,3.27356,0.0,2790.84
14.90768,106.75384,2.2872,1.55,-38.2219,6.0612,4.37291,7.94022,7.73721,10.05954,5.41488,2792.41
18.70295,99.0359,2.3839,1.52,-37.9723,4.50995,2.91263,6.28773,5.45133,7.77121,3.13146,2792.49
10.83478,105.51664,2.2893,1.55,-38.2219,6.30413,4.6073,8.19265,7.53312,9.85514,5.21111,2792.62
3.60039,103.1044,2.5527,2.19,-38.0233,1.82832,0.563,3.2366,2.0247,4.34517,0.0,2792.81
3.60039,103.1044,2.5527,2.19,-38.0233,1.82832,0.563,3.2366,2.0247,4.34517,0.0,2792.92
10.58157,76.3895,2.6265,1.83,-37.657,0.69276,0.0,1.83637,0.0,2.17018,0.0,2793.21
17.22305,109.0283,2.2527,1.55,-38.2219,8.05249,6.15371,10.16579,8.64147,10.9654,6.31755,2793.31
3.36318,100.51,2.4659,2.19,-38.0233,2.99251,1.57859,4.56617,3.42326,5.74288,1.10365,2793.75
21.62719,105.01174,2.2727,1.55,-38.2219,6.70605,4.98552,8.62096,8.08235,10.40525,5.75946,2793.86
14.98822,100.7591,2.3481,1.52,-37.9723,5.4071,3.76178,7.2383,6.18112,8.50153,3.8607,2794.51
3.14811,104.6314,2.4567,2.19,-38.0233,1.8913,0.61095,3.31629,3.77052,6.09005,1.45098,2794.81
24.52901,105.01174,2.2602,1.55,-38.2219,7.07885,5.30733,9.05051,8.39427,10.71772,6.07082,2794.86
12.84163,99.2402,2.3386,1.52,-37.9723,5.61231,3.94939,7.4631,6.25364,8.57412,3.93316,2795.51
16.22931,103.82556,2.2372,1.55,-38.2219,8.09728,6.19353,10.2161,8.71762,11.04169,6.39355,2795.56
4.11803,103.9604,2.4362,2.19,-38.0233,3.67354,2.19391,5.32033,4.20591,6.52542,1.88641,2795.62
6.12083,87.3903,2.5677,1.83,-37.657,1.77024,0.52004,3.16169,1.18004,3.50145,0.0,2795.81
3.92907,104.5995,2.4168,2.19,-38.0233,3.7314,2.24509,5.38563,4.59094,6.91048,2.27139,2795.82
12.63892,105.5773,2.3058,1.52,-37.9723,6.38881,4.68877,8.2809,7.2341,9.5557,4.91251,2796.4
5.44741,85.4887,2.6197,1.83,-37.657,0.73209,0.0,1.88074,0.1865,2.5094,0.0,2796.6
4.56447,102.1028,2.4274,2.19,-38.0233,4.44653,2.85432,6.21863,4.3156,6.63511,1.99609,2796.77
3.8212,100.7668,2.4104,2.19,-38.0233,4.37514,2.78908,6.14039,4.52131,6.84084,2.20177,2796.95
5.87543,81.5057,2.6007,1.83,-37.657,1.27191,0.14635,2.52463,0.33131,2.65397,0.0,2797.45
15.59014,79.728,2.4499,1.52,-37.9723,2.6212,1.22889,4.17081,3.20195,5.52164,0.88225,2797.78
19.28635,100.4807,2.2236,1.55,-38.2219,8.46878,6.52538,10.63173,8.91722,11.2417,6.59275,2798.11
2.9766,99.0929,2.4566,2.19,-38.0233,2.44057,1.06168,3.97524,3.48901,5.8086,1.16941,2798.46
3.2637,100.0291,2.4548,2.19,-38.0233,2.56458,1.17677,4.10917,3.59617,5.91573,1.2766,2798.73
15.42553,98.8849,2.3286,1.52,-37.9723,5.42444,3.77757,7.25736,6.49958,8.8203,4.17886,2798.88
12.5658,93.1772,2.3432,1.52,-37.9723,5.23147,3.60165,7.04542,5.86181,8.18196,3.54165,2799.25
4.90795,86.6154,2.5558,1.83,-37.657,1.771,0.52059,3.16268,1.27688,3.59817,0.0,2799.51
10.56136,92.8502,2.3552,1.52,-37.9723,4.93393,3.32189,6.72809,5.54824,7.86817,3.2283,2800.05
9.3575,74.8994,2.6096,1.83,-37.657,1.13072,0.03611,2.349,0.01286,2.33607,0.0,2800.58
4.17234,95.6476,2.4934,2.19,-38.0233,3.02967,1.61261,4.60681,2.75634,5.07626,0.43642,2800.7
5.76846,105.4836,2.3181,1.52,-37.9723,4.92671,3.31496,6.72054,6.72661,9.04757,4.40564,2801.38
2.94252,104.2692,2.4372,2.19,-38.0233,3.4205,1.96432,5.04119,4.09677,6.41628,1.77727,2801.67
6.42495,80.4755,2.6009,1.83,-37.657,1.1839,0.07765,2.41513,0.30651,2.62921,0.0,2802.46
4.21638,103.0147,2.4744,2.19,-38.0233,3.93241,2.41811,5.61779,3.45816,5.77776,1.13856,2802.76
19.96641,107.0379,2.2519,1.52,-37.9723,7.74756,5.88418,9.82146,8.60981,10.93367,6.28595,2802.96
11.1373,103.1754,2.288,1.52,-37.9723,6.19637,4.5034,8.08059,7.45715,9.77905,5.13525,2803.51
3.5874,108.6654,2.3908,2.19,-38.0233,3.78903,2.29568,5.45109,5.26162,7.5814,2.94185,2803.75
8.58697,100.9255,2.3251,1.52,-37.9723,5.84433,4.16526,7.7131,6.48676,8.80747,4.16605,2804.14
17.00357,77.437,2.512,1.52,-37.9723,1.79858,0.5408,3.19844,1.98895,4.30946,0.0,2805.15
9.96414,103.8872,2.2965,1.52,-37.9723,5.73085,4.05873,7.59187,7.27533,9.59698,4.95368,2806.24
14.8991,102.7325,2.3057,1.52,-37.9723,5.95022,4.26618,7.82451,7.15111,9.47259,4.82962,2807.29
13.74707,99.923,2.3235,1.52,-37.9723,5.59572,3.93418,7.44496,6.61896,8.9398,4.29811,2808.14
12.31374,99.9139,2.3179,1.52,-37.9723,5.75601,4.08222,7.6189,6.70055,9.02148,4.37961,2808.64
10.2551,101.3539,2.3113,1.52,-37.9723,5.91585,4.2333,7.78849,6.85044,9.17155,4.52933,2809.08
14.16185,95.6982,2.3678,1.52,-37.9723,4.66879,3.06416,6.45469,5.52361,7.84353,3.20369,2810.73
12.96194,71.2285,2.625,1.27,-38.2673,0.79066,0.0,1.94696,0.0,2.01057,0.0,2810.8656
34.32733,64.1499,2.6498,1.27,-38.2673,0.0,0.0,0.93858,0.0,1.5769,0.0,2811.3228
9.20556,103.0017,2.2798,1.52,-37.9723,6.19637,4.5034,8.08059,7.56531,9.88738,5.24325,2811.67
13.3795,103.1617,2.2914,1.52,-37.9723,5.97666,4.29154,7.85214,7.44121,9.76309,5.11933,2811.97
14.17457,102.5965,2.2669,1.52,-37.9723,5.75562,4.08185,7.61848,7.9604,10.28309,5.63771,2812.54
7.61974,104.4011,2.2912,1.52,-37.9723,5.72757,4.05569,7.58834,7.32893,9.65065,5.00721,2813.58
20.03826,101.2715,2.2743,1.52,-37.9723,5.86932,4.18896,7.73951,7.84429,10.16679,5.5218,2814.44
12.85997,104.244,2.3046,1.52,-37.9723,5.97622,4.29112,7.85169,7.20082,9.52237,4.87927,2815.25
12.02071,94.387,2.2908,1.52,-37.9723,6.04665,4.35888,7.92508,6.99934,9.32063,4.67805,2816.27
4.99666,99.5795,2.2992,1.52,-37.9723,6.00043,4.31438,7.87695,6.79546,9.1165,4.47442,2817.02
13.85639,104.3217,2.2506,1.52,-37.9723,7.24336,5.44726,9.24237,8.39394,10.71739,6.07049,2817.42
13.02057,102.2398,2.2878,1.52,-37.9723,6.35967,4.6607,8.25057,7.46537,9.78729,5.14346,2818.95
28.37396,60.8146,2.7151,1.27,-38.2673,0.0,0.0,0.05436,0.0,0.34364,0.0,2819.5524
18.09839,98.8672,2.3048,1.52,-37.9723,6.16686,4.4749,8.04997,7.04536,9.36671,4.72402,2819.81
197.36039,52.8082,2.6975,1.01,-38.3737,0.0,0.0,0.18154,0.0,0.83371,0.0,2819.8572
19.32814,89.9282,2.3406,1.52,-37.9723,5.3553,3.71459,7.18138,5.89359,8.21376,3.57341,2821.36
7.98105,89.5864,2.4065,1.52,-37.9723,4.32199,2.7411,6.08148,4.29025,6.60976,1.97074,2823.67
11.91297,92.9253,2.3452,1.52,-37.9723,5.04915,3.43208,6.84891,5.79227,8.11237,3.47217,2824.53
14.23279,89.3041,2.55084,1.52,-37.9723,1.81988,0.55652,3.22597,1.82407,4.14474,0.0,2825.22
7.02587,88.4585,2.3886,1.52,-37.9723,4.49766,2.90102,6.27469,4.54502,6.86456,2.22548,2825.77
12.89526,85.3217,2.4397,1.52,-37.9723,4.0424,2.50637,5.75196,3.60223,5.9218,1.28267,2826.88
18.98978,92.343,2.3788,1.52,-37.9723,4.60866,3.00582,6.39258,5.23556,7.55533,2.91579,2827.47
15.90047,93.8901,2.3319,1.52,-37.9723,5.43716,3.78916,7.27133,6.20124,8.52168,3.88081,2827.78
16.17782,109.8767,2.244,1.52,-37.9723,7.8699,5.99195,9.96002,8.85538,11.17973,6.53103,2829.09
30.33751,113.8787,2.2003,1.52,-37.9723,10.49865,8.34459,12.89606,10.23535,12.56295,7.90776,2830.49
52.13628,111.4705,2.2276,1.52,-37.9723,10.07281,7.9639,12.41996,9.66525,11.99141,7.3391,2831.41
33.18104,112.3399,2.1991,1.52,-37.9723,9.3178,7.28761,11.57736,10.21728,12.54483,7.88973,2832.87
33.25447,89.634,2.4735,1.29,-38.2374,2.85951,1.45326,4.42463,3.47813,5.79773,1.15853,2833.71
15.6917,104.7609,2.2779,1.52,-37.9723,5.53333,3.87712,7.37664,7.8575,10.18002,5.53498,2834.45
32.8118,90.1899,2.3902,1.29,-38.2374,3.62091,2.14666,5.26171,5.07866,7.39836,2.75896,2834.93
17.92627,74.3471,2.5798,1.74,-38.5695,1.46563,0.29499,2.76852,0.68539,3.00749,0.0,2835.44
21.98164,106.7927,2.2132,1.52,-37.9723,9.55777,7.50288,11.84481,9.49779,11.82355,7.17203,2835.57
32.16696,93.064,2.3998,1.29,-38.2374,4.75792,3.15086,6.54653,5.02296,7.34264,2.70329,2835.89
17.45581,76.3835,2.5729,1.74,-38.5695,1.72373,0.48573,3.1016,0.89125,3.21305,0.0,2835.91
17.10724,112.3223,2.2068,1.52,-37.9723,8.37235,6.43904,10.52408,9.83158,12.15814,7.50502,2836.24
12.05369,109.7596,2.49924,1.52,-37.9723,2.89756,1.4895,4.46469,3.66049,5.98004,1.34094,2836.73
28.92478,93.4814,2.4434,1.29,-38.2374,3.99494,2.46825,5.69411,4.17699,6.49649,1.85749,2837.46
15.41949,113.1958,2.2572,1.52,-37.9723,6.94076,5.18956,8.88979,8.70781,11.03186,6.38375,2837.62
10.76341,106.4972,2.4071,1.52,-37.9723,4.63013,3.02675,6.41466,5.18389,7.50363,2.86415,2839.05
17.86529,76.8641,2.5019,1.74,-38.5695,1.98873,0.68543,3.43926,2.1569,4.47726,0.0,2839.88
38.75074,107.7689,2.1648,1.52,-37.9723,9.58004,7.52284,11.86964,10.85335,13.18266,8.52403,2840.72
23.411,76.6361,2.5295,1.74,-38.5695,1.76108,0.51311,3.15004,1.74204,4.06279,0.0,2840.75
11.69096,87.175,2.5007,1.29,-38.2374,2.15657,0.82106,3.64295,2.54071,4.86077,0.22065,2841.01
61.17726,74.9387,2.6488,1.15,-38.22,0.54804,0.0,1.67296,0.0,2.28999,0.0,2841.6504
4.28835,99.5503,2.6573,2.19,-38.0233,1.11575,0.02439,2.3304,0.18171,2.50462,0.0,2843.1744
17.11,91.3921,2.4161,1.29,-38.2374,3.6803,2.19998,5.32785,4.43046,6.74998,2.11094,2843.33
37.86779,82.7406,2.4823,1.16,-37.5798,1.67695,0.45139,3.04095,3.02735,5.34712,0.70758,2843.36
23.68591,113.0104,2.2081,1.52,-37.9723,9.57673,7.51987,11.86595,9.93647,12.2633,7.60965,2843.56
12.24447,80.6513,2.5364,1.74,-38.5695,1.95356,0.65831,3.39513,1.61165,3.93255,0.0,2844.54
206.79022,51.8665,2.6743,1.01,-38.3737,0.0,0.0,0.25826,0.0,1.16251,0.0,2844.8508
11.70442,115.0779,2.1903,1.52,-37.9723,9.06871,7.06392,11.29998,10.2275,12.55507,7.89992,2845.46
37.86779,82.7406,2.4823,1.16,-37.5798,1.67695,0.45139,3.04095,3.02735,5.34712,0.70758,2845.495
37.86779,82.7406,2.4823,1.16,-37.5798,1.67695,0.45139,3.04095,3.02735,5.34712,0.70758,2845.875
22.75726,113.1227,2.2172,1.52,-37.9723,9.57673,7.51987,11.86595,9.72118,12.04747,7.39489,2846.09
13.0566,86.6054,2.5021,1.29,-38.2374,2.52917,1.14397,4.07086,2.52286,4.84293,0.20279,2846.19
10.8888,86.0585,2.4725,1.29,-38.2374,2.59186,1.20187,4.13887,2.97571,5.29551,0.65592,2846.59
12.0196,84.9079,2.538,1.74,-38.5695,2.02491,0.71385,3.48408,1.78234,4.10305,0.0,2846.87
6.49247,90.0518,2.5024,1.29,-38.2374,2.00435,0.69757,3.45875,2.46445,4.78457,0.14434,2847.29
37.86779,82.7406,2.4823,1.16,-37.5798,1.67695,0.45139,3.04095,3.02735,5.34712,0.70758,2847.59
37.86779,82.7406,2.4823,1.16,-37.5798,1.67695,0.45139,3.04095,3.02735,5.34712,0.70758,2847.785
11.18691,84.4291,2.4791,1.29,-38.2374,2.43719,1.05881,3.97129,2.78535,5.10526,0.46545,2848.96
10.66326,81.4551,2.4226,1.29,-38.2374,3.00502,1.59025,4.57962,3.68125,6.0008,1.3617,2849.17
14.58176,85.3332,2.4583,1.74,-38.5695,3.29388,1.84907,4.90191,3.29388,5.61353,0.97422,2850.62
10.68956,85.5938,2.4253,1.29,-38.2374,3.04804,1.62858,4.62787,3.82921,6.14873,1.50968,2850.78
37.86779,82.7406,2.4823,1.16,-37.5798,1.67695,0.45139,3.04095,3.02735,5.34712,0.70758,2851.2
10.21857,91.1485,2.4454,1.29,-38.2374,2.90911,1.5004,4.47695,3.70217,6.02171,1.38262,2852.2
16.77413,98.3403,2.4727,1.29,-38.2374,3.01188,1.59653,4.58714,3.69669,6.01624,1.37715,2853.15
24.12848,77.2553,2.4846,1.74,-38.5695,1.94855,0.65441,3.38888,2.58135,4.90139,0.26132,2853.7
19.76924,94.1462,2.4575,1.29,-38.2374,3.19902,1.76422,4.79592,3.8269,6.14643,1.50738,2854.38
22.30386,93.724,2.4281,1.29,-38.2374,3.5467,2.07935,5.17981,4.39619,6.7157,2.07667,2854.56
18.12717,83.8316,2.4849,1.74,-38.5695,2.60369,1.2128,4.15171,2.80215,5.12204,0.48226,2855.49
19.48139,97.2486,2.3896,1.29,-38.2374,3.7707,2.27967,5.43018,5.26623,7.58601,2.94645,2855.49
37.86779,82.7406,2.4823,1.16,-37.5798,1.67695,0.45139,3.04095,3.02735,5.34712,0.70758,2856.46
21.3447,74.7149,2.5089,1.74,-38.5695,1.69433,0.46423,3.0634,1.98448,4.30499,0.0,2857.41
17.06986,97.7832,2.3894,1.29,-38.2374,3.96952,2.44814,5.66278,5.25449,7.57427,2.93472,2858.2
32.45189,81.0554,2.494,1.29,-38.2374,2.17702,0.83765,3.6677,2.68653,5.00649,0.36657,2859.49
13.6562,83.9947,2.4236,1.29,-38.2374,2.95885,1.5473,4.52986,3.86143,6.18095,1.54191,2860.3
37.86779,82.7406,2.4823,1.16,-37.5798,1.67695,0.45139,3.04095,3.02735,5.34712,0.70758,2861.805
16.62073,76.9791,2.483,1.74,-38.5695,2.00798,0.70035,3.46332,2.48059,4.80069,0.16049,2861.9
5.76952,73.6652,2.4599,1.29,-38.2374,1.13995,0.0432,2.36061,2.41426,4.73441,0.09411,2862.41
12.50173,82.6443,2.4684,1.74,-38.5695,2.92358,1.51416,4.49223,2.93027,5.25009,0.61045,2864.2
5.96568,85.5314,2.4464,1.29,-38.2374,2.14605,0.81237,3.6304,3.24554,5.56522,0.92586,2864.69
10.48359,88.4019,2.4406,1.29,-38.2374,3.14291,1.71367,4.73362,3.66841,5.98796,1.34886,2864.87
46.38526,86.5433,2.4858,1.16,-37.5798,2.67023,1.27408,4.22411,3.20979,5.52948,0.8901,2865.18
22.7248,77.4397,2.4817,1.74,-38.5695,2.23687,0.88803,3.73808,2.62414,4.94414,0.30414,2865.22
43.97441,84.8665,2.4656,1.16,-37.5798,2.93857,1.52869,4.50772,3.48174,5.80134,1.16215,2865.59
24.46696,75.5691,2.538,1.74,-38.5695,1.64528,0.42792,3.00016,1.55633,3.87728,0.0,2865.97
13.27639,76.1313,2.5019,1.74,-38.5695,1.87192,0.59637,3.29158,2.0289,4.34937,0.0,2867.8
14.63727,92.6167,2.4628,1.29,-38.2374,3.33357,1.88496,4.94583,3.56143,5.881,1.24185,2868.42
6.50534,87.6816,2.4573,1.74,-38.5695,3.10208,1.67692,4.68825,3.17275,5.49246,0.85305,2868.74
14.44974,80.139,2.4782,1.74,-38.5695,2.5792,1.19006,4.12527,2.67586,4.99583,0.3559,2869.49
79.45295,79.7981,2.5211,1.16,-37.5798,1.63731,0.42206,2.98985,2.42344,4.74358,0.1033,2869.975
11.35664,89.5264,2.489,1.29,-38.2374,2.60786,1.21667,4.15623,2.85504,5.1749,0.53518,2870.18
23.76348,78.6718,2.4906,1.74,-38.5695,2.49202,1.10904,4.03124,2.53599,4.85605,0.21592,2870.52
17.9073,83.3661,2.4574,1.74,-38.5695,2.69046,1.29287,4.24594,3.28038,5.60004,0.96072,2871.82
307.12842,49.9085,2.6739,1.01,-38.3737,0.0,0.0,0.36424,0.0,1.1984,0.0,2872.4352
16.85893,95.858,2.4244,1.29,-38.2374,3.54927,2.0817,5.18265,4.4815,6.80103,2.16197,2872.56
22.69865,78.4175,2.4959,1.74,-38.5695,2.53842,1.15254,4.08085,2.41395,4.7341,0.0938,2873.07
94.76108,73.3196,2.4983,1.15,-38.22,2.05374,0.73635,3.51996,2.573,4.89304,0.25296,2873.07
113.36265,76.4388,2.5088,1.15,-38.22,2.01201,0.70348,3.46836,2.59114,4.91116,0.27111,2873.37
89.69536,77.6534,2.5554,1.15,-38.22,1.83385,0.56705,3.24375,1.76211,4.08284,0.0,2873.62
201.5487,62.1231,2.745,1.01,-38.3737,0.0,0.0,0.0,0.0,0.56959,0.0,2873.6544
47.70567,84.8125,2.4462,1.16,-37.5798,2.98269,1.56967,4.55535,3.86487,6.18439,1.54535,2874.64
35.30043,98.4381,2.3207,1.29,-38.2374,5.04158,3.42491,6.84089,6.90073,9.2219,4.57956,2874.7
18.60244,81.8504,2.4688,1.74,-38.5695,2.74248,1.34157,4.30166,3.00908,5.32886,0.6893,2874.73
70.47093,85.66,2.4308,1.15,-38.22,3.28099,1.8376,4.88745,4.31761,6.63712,1.9981,2874.77
24.41799,78.2342,2.5071,1.74,-38.5695,2.38088,1.0092,3.90752,2.22752,4.54782,0.0,2875.23
36.84852,76.0469,2.5584,1.27,-38.2673,1.18564,0.07903,2.41726,1.35543,3.67662,0.0,2875.81
38.83739,79.1958,2.5223,1.15,-38.22,1.52419,0.33869,2.84362,2.14958,4.46994,0.0,2876.07
51.64996,77.0673,2.5577,1.27,-38.2673,2.15088,0.81655,3.63595,1.52198,3.84298,0.0,2876.74
13.70345,82.9708,2.4909,1.74,-38.5695,3.10023,1.67531,4.68613,2.56478,4.88483,0.24474,2876.77
22.47191,80.2665,2.5093,1.15,-38.22,2.61307,1.22131,4.16206,2.25993,4.58021,0.0,2876.97
19.22782,78.257,2.5123,1.74,-38.5695,2.67932,1.28253,4.2339,2.06143,4.38187,0.0,2877.42
25.61179,79.4402,2.502,1.15,-38.22,2.49747,1.11418,4.03702,2.3914,4.71156,0.07123,2877.44
54.43397,81.7024,2.5403,1.27,-38.2673,2.62573,1.23327,4.17551,2.06082,4.38127,0.0,2877.66
25.19881,95.2284,2.4004,1.29,-38.2374,4.69264,3.08752,6.4791,5.03885,7.35853,2.71917,2878.04
69.68511,80.1083,2.5486,1.27,-38.2673,2.47782,1.09568,4.01611,1.91795,4.23853,0.0,2878.26
21.83283,75.3597,2.5575,1.74,-38.5695,2.00861,0.70084,3.46412,1.17419,3.49561,0.0,2878.6
59.60463,78.7384,2.5482,1.27,-38.2673,2.50973,1.126,4.04977,1.81024,4.13092,0.0,2878.72
17.9238,81.549,2.487,1.74,-38.5695,2.84585,1.44026,4.41023,2.651,4.97098,0.33101,2879.52
42.14732,86.5162,2.4385,1.16,-37.5798,4.00214,2.4739,5.70304,4.05249,6.37199,1.73298,2879.635
